       ,review_id              ,user_id                ,business_id            ,stars ,useful ,funny ,cool ,text                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,date
206498 ,TiazBDKFGcdNB2xcToNd6Q ,QlYmGDBv8ueIsGxqz08Jxg ,gGyqnAlpFrka_qzpO7j4lQ ,  3.0 ,     0 ,    0 ,   0 ,Good spot to see a game or concert. Lots of parking. Prices for parking and grub are typical for entertainment facilities. Good sight lines.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,2016-07-09 23:49:48
145137 ,IOju-W7YL4MGYyjwbrV-Kw ,cOcKiN17UwDYI18T5ymLNw ,jMZ56S8Y1t7cA1Ob-d-qeA ,  3.0 ,     0 ,    0 ,   0 ,"We need to clarify the rating the food was 5 star but the service was 2. There is no wait staff. We were table of 5 3 rice bowls , lamb sliders, and charcuterie board. Very tight space with cool vibe. One of the owners runs the door but needs to serve tables instead. The food and music were both great. No service prolly means no return business from me. We went a few doors down to bamboulas while waiting for our table and should have stayed there the music was good and service was way better."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,2014-01-04 17:26:47
 93469 ,wv7qX7yM1Bo2pgrqNfTtmA ,igdW99wbc0d_VyboAgXgTQ ,vFpbUcVAXxrSz5mFIzKbyw ,  1.0 ,     0 ,    0 ,   0 ,"I don't even want to give this place 1 star, but I have to in order to place this review.  This place is absolutely terrible. The host/hostess are so unprofessional and miserable. We first got seated after about 15 minutes of no one paying us any attention, then to get seated and never have a server come over. I had to get up to go find a server. We then had to wait about 20 minutes before we got our drinks.  The food was absolutely terrible. It was barely cooked and had no flavor.  We then went up to the patio bar after we ate to again wait another 20 minutes before someone even approached us. (And this is after making complete full on eye contact numerous times). The bartender was so rude and ignorant (her name is Tiffany). I have never in my life experienced what I experienced at this place this past weekend. Every single person that works there is so cocky, ignorant and rude.  It's so unbelievable. Asked for a manger as well, and they never came over to us to hear our complaints. Will NEVER be going back there."                                                                                                                                                                                                                                                                                                                                                                              ,2018-03-05 18:13:47
253637 ,q_63jUekOfvKPpBCcGzLHQ ,wBUqE2zp_JtBxjwAq101uQ ,4dVrWc4Nhuw9apfk9BWEcA ,  2.0 ,     0 ,    0 ,   0 ,"The only reason I am giving it to stars is because it is closer to my house than the other Walmarts. So it is a convenient location. But that's about it on the plus side. The parking lot is horrible. There is just not enough parking for a Walmart in that area. Tarpon Springs is a great place, but this store brings out the scum of the surrounding areas. I don't feel safe if I have to make a Walmart run after 9pm. Besides a select few cashiers that are really nice, there is no assistance at all. The site to store pickup is horrible. I sat there 25 minutes before I had to demand another employee (who was just standing there behind the desk playing on his telxon) to radio the site to store person to get my order. That employee who was just standing behind the desk doesn't do much of anything whenever I'm in there, and I can't figure out what he does. I don't even think he knows what his job is, but it's clearly not helping customers. What finally pushed me over the edge to write this review was that I bought some meat yesterday and unfortunately I forgot to look at the expiration date which was that day. This upsets me because this is not the first, second, third, or fourth time this has happened at this store with food items. Now I have to inconveniently go back and exchange the meat. I think it's now worth driving to the Trinity location since I've never had a problem there." ,2017-04-18 17:08:12
    45 ,ra9fNjYUumKp_iaqv-jjDg ,l_izt6hn7oTxalU06mSyqg ,jTI5Xjk27An8ceJ6VwpXiQ ,  4.0 ,     0 ,    0 ,   0 ,"Comfortable bed, good breakfast, fast internet, great location, and low price. Overall I was really impressed with this place. However, if you stay on the top floors you may be waiting up to 15 minutes for an elevator in the morning."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,2013-08-15 15:57:09
140774 ,B-2XklVl4hkNDwxIVQIBww ,5j4JwhaaosBhr9v1waZCZQ ,CJ3t6dw60CdpflWKe3b78Q ,  1.0 ,     0 ,    1 ,   0 ,"Spend your $$$ elsewhere. I took my family to Bennihanna's in Plymouth Meeting for my wife's birthday. The food is overpriced (they charged me $2.60 for a child's milk), the service is slow and inattentive, and the chef was inexperienced and not entertaining.  Normally I overlook these issues, but when a restaurant charges $30 - $40 for an entree, I expect an exceptional dinning experience on par with a Sullivan's, Morton's, or Capital Grille.  Bennihanna's was anything but exceptional, and to cap it off the manager solicits your address and email information at the end of the meal.  Totally cheesy!  In the Plymouth Meeting/King of Prussia area there are about 10 hibachi restaurants (all less expensive than Bennihanna), so there is no lack of competition.  I wouldn't be surprised to see this Bennihanna location out of business within the next 12 months.  They will get the movie crowd from the neighboring AMC, but I can't imagine them getting any repeat business."                                                                                                                                                                                                                                                                                                                                                                                                                                    ,2009-08-29 00:11:11
119792 ,Z3b-SV_HlWZhAB_Mmd4T1g ,BeRru_WmkGbOJGWMfTaBIA ,5O9Wk2fflb1rq7MT2gL7xA ,  5.0 ,     1 ,    0 ,   0 ,Dr. Berg was very friendly and helpful. Left pain free and happy. The office was really clean and staff was friendly. I really enjoyed that we were able to get in the same day we called made it so nice to not have to wait to get an appointment                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,2015-05-30 16:08:23
437126 ,2r34a9VanP3JVsyLdsikeQ ,6TRuP_xZ7S_9k13ocv6_kA ,ycbmvmBYk4w_ZmdrPL0tBQ ,  1.0 ,     1 ,    1 ,   0 ,I've been here before and I've  had good experiences.  Today I decided to bring a friend here for the first time thinking I'd get the same experience. I was wrong. To start its Sunday and I guess the game takes precedence over any customer. The hostess tried to seat me and my friend in a sad corner away from anyone else as if we were diseased or something but seated us at a table only after I expressed my feeling about being seated away. The server while friendly forgot my friends order and brought his order late. We had made it known right up front we weren't here to see football but it seems we should have as other customers were recently being helped more than us. It seems ridiculous that we got handed a happy hour menu only to be told there's no happy hour because of the game. I'm so embarrassed that I brought my friend here after I told him this was a cool spot to hang out at. This is the last time I set foot here. Just plain awful experience.                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,2020-01-20 01:48:11
301225 ,_vl-H3FG1SolG2_9DEBXaw ,57mLE4TzDoE4JuEhnKBW-Q ,DGvkU7CkdBs6lNbncQmF3A ,  5.0 ,     0 ,    0 ,   0 ,"Great service, nice staff and bar tenders, good bar food, and inexpensive beer. What more do you need?"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,2013-11-25 15:20:47
 41354 ,YZwq8JCXLly3U0oYWJeVPg ,2bwkuQOvkKue8oMDH81sTw ,nIaye7HgD-ood5Jl06t8UQ ,  4.0 ,     5 ,    1 ,   2 ,"Fast friendly and knowledgable. I needed some parts for my Toyota 4Runner. I called and the man on the phone was professional. I explained to him what I needed and he helped me get the correct parts and some parts I didn't know I was going to have to use. The price is more than your Auto-Zone, but you get the OEM Parts, they fit correctly and were designed for your specific application."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ,2014-04-21 12:33:32
352431 ,UmsqYaCXN-Ff5NuQizcZhQ ,2rqRL-0zvOBF-RAEoR09yQ ,jlNNg4l7a1QwJCGvNeUIyQ ,  1.0 ,     0 ,    0 ,   0 ,Not sanotary they use alot of the salad ingredients from the pizza line which is touched without gloves.management is horrible. No refunds just empty credits. I feel bad for staff that gets yelled at infront of custoners for things they didnt do especially when ive come in and seen it first hand . soda is always out. Never stocked. Floors r filthy. Dough is not fresh at all. Its mostly almost frozen then quickly defrosted. Cross contamination. 100%  food safety precautions are not takrn what so ever. Ceo of marcos needs to look deeply into this store and see hpw the stores owner treats employees and ex employees. Ignorong them refusing to serve them or communicate without a ban notice. Its sad.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,2019-02-26 01:39:24
 17928 ,XVP5o_8u_jrqAI7Kl_M9bg ,HrwFKvIs8RsnyCeWjv4SeQ ,F2C5ENuY8CXfgoW-gAMdDA ,  4.0 ,     0 ,    0 ,   0 ,"I went to Revolucion last night for the first time, but only for drinks.  I'll update my review when I have a chance to go there for food.  It has a fun, colorful atmosphere inside.  You can spend several minutes just checking out the arrangements of Mexican wrestling masks, action figures, and sombreros of many colors, along with the bold artwork.
                                                                                                            
                                                                                                            I had the chili margarita, which was pretty much a regular margarita with chili powder on the rim and a thai red chili floating in the drink.  Only $5.50, which isn't bad.  The taste was different, but good.  (I did wake up with terrible heartburn in the early hours of the morning, but that may have been unrelated ;)
                                                                                                            
                                                                                                            The menu looked quite tasty, and I can't wait to go back to try the tacos  I also hear the beer selection is good.  If they are as good as I imagine, it may raise my rating to a 5 next time!"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,2011-07-03 13:59:06
 86164 ,co_Kkk-VoG-plgoUx-6P0w ,_i3uTqtUfyVZDryKzUGGiw ,dKfMKFaiHC_9XLHdqhFN2w ,  5.0 ,     0 ,    0 ,   0 ,The only gym I have ever belonged to that is not so packed during peak hours that I can actually work out during peak hours.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,2016-01-06 18:58:48
431617 ,E38zQe2rgYlNnYpjmTObYw ,R2OZvYDV4PfUCMeXErchSw ,pSmOH4a3HNNpYM82J5ycLA ,  1.0 ,     0 ,    0 ,   0 ,"Do not waste your time waiting in line for a restaurant that is a shade of its former self. The pancakes are rock hard and lack flavor. I remember being an undergraduate in Nashville in the late 1990's and I always loved going to Pancake Pantry. Sadly, the length of the wait line is the only aspect of this restaurant that remains. Try Biscuit Love's Hillsboro Village location instead."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,2019-08-09 05:17:58
438634 ,0gQWy9Q8UknrGFXj-XQsmw ,40idweN7T-isQkkIuBVjpA ,zTHNgXpJ765RFDMnGA3ZuA ,  5.0 ,     0 ,    0 ,   0 ,"Family Fence Company installed a tan vinyl fence at one of my properties in August, and they did a fantastic job.  Everything was handled very promptly and professionally.  The job was done in one day, and came out even better than we expected."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,2019-10-22 02:02:09
303412 ,4S7XqQSLtVsBV1OXwi6EQQ ,i7zuRDllj1KTqoSHUayV_w ,cXSyVvOr9YRN9diDkaWs0Q ,  2.0 ,     5 ,    0 ,   2 ,"okay, it's official: this is seriously the most overrated place in the neighborhood, and possibly in the city.
                                                                                                            
                                                                                                            i visited again for breakfast, and again for dinner, just to be sure.  i visited a couple nearby brunch competitors, to compare.  breakfast dishes are average, and dinner dishes are downright awful.
                                                                                                            
                                                                                                            dinner visit: i had crabcakes to start, and the veggie chili frito pie.  the crabcakes could not have possibly been made with fresh crab.  no flavor and the texture was not good.  not jumbo lump meat, either, which was another disappointment.  i'm a native marylander... i know crabcakes.  the chili in the frito pie was actually terrible.  i don't know how one can possibly go wrong with chili; i make veggie chili at home all the time and it's one of the world's simplest things to make taste good.  this was not good. i removed the cheese layer, pushed the chili aside, and munched on a couple fritos for dinner.  my friends' food did not fare much better, and they are some of the biggest honey's fans around, sharing the same block with them and all.  the meat chili was apparently about as bland as my veggie chili.
                                                                                                            
                                                                                                            brunch, on another occasion, was nothing to complain about, but nothing special either.  french toast and coffee.  average.
                                                                                                            
                                                                                                            the staff is very friendly and decor's cute.  i'll give it that.  but waiting in those crazy weekend brunch lines i guess will be something i'll never get."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,2009-02-02 22:04:54
466655 ,PR_WR4gD6v0e9HMP1sZ9vw ,SBi0TYUSIrct8WSTyK6DFg ,pSmOH4a3HNNpYM82J5ycLA ,  5.0 ,     3 ,    0 ,   3 ,"This place is a must for breakfast if you find yourself in Nashville. Yes, there's a line but it moves - rather quickly - so don't get discouraged if you see a long line out the door.
                                                                                                            
                                                                                                            My mom and I showed up at 9:00 am on a Saturday and waited ten minutes, tops. The place is decent sized inside, not too big and not too small. The wait staff moves quite swiftly, they're getting you in and out.
                                                                                                            
                                                                                                            We started off with coffee. If it's how you like your coffee, be sure to ask for half and half because they supply milk on the table. I kept it simple and ordered a half order (3) of their buttermilk pancakes. Note: you can half any order of pancakes. My mom got the bacon eggs and subbed out the pancakes for the hashbrowns. The hashbrowns were excellent, crispy and hot!
                                                                                                            
                                                                                                            They sell their own merch so feel free to pick up a t-shirt or mug on your way out. We both really enjoyed our meals and wish we could've visited this place more than once during our stay."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,2019-09-17 00:23:13
315095 ,T7LRS32WS8gZMg23DnjzsQ ,LCWWINpLXx_LLjBYKPWMWA ,V8H6z5ulGJEkaFUyRfmLKw ,  3.0 ,     0 ,    0 ,   0 ,I think that everybody in our group was for the most part satisfied but this definitely isn't anything spectacular. They did have live music but it was pretty packed and hard to maneuver around.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,2016-04-10 19:21:41
476556 ,tBcJs6fxhTU__sFMgDrUxQ ,Iq90B6I4oIYeEVA-8KmHgQ ,89pRLdujlfXMsQfR2_JS3A ,  3.0 ,     3 ,    0 ,   1 ,"I brought my son here for glass fusing, since pottery painting is for girls! The staff was not too helpful in explaining the process, or showing us where the bins of tools were or telling us that we had to ""glue"" our pieces on as we go. If you don't know what your doing, you will end up setting up your glass pieces twice like we did... The positives - the selection of pre-cut glass was abundant and there was no one else at the table so we had lots of room! They have gloves available so children don't cut their hands.
                                                                                                            
                                                                                                            When I picked up our pieces, some clay had dropped onto my glass plate so it didn't have a smooth finish and the foiled glass 'puckered"" making it look odd. The cost for two small squares of glass and the sitting fee was $48. If we would have had help in the beginning (and not had to ask for help three times) and my piece hadn't been damaged by someone elses clay project, this would have been five-star glass fusing fun!"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ,2012-11-27 03:37:27
199399 ,WkVnD___PTa-DnAtRd0pTg ,c7Uqx4Y5sY4bdA8D16jCrQ ,QPIqyDGhIrn-kRAACUrduQ ,  4.0 ,     1 ,    0 ,   0 ,"So glad that I stopped in here while strolling around Lambertville Sat. afternoon!
                                                                                                            Clean, neatly organized, well merchandised and I got a great black White House Black Market jacket with the tags still on it for a third of the regular store price!
                                                                                                            Looking forward to returning to see the new Spring arrivals!"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,2014-03-10 03:29:29
315692 ,sl7VezlH_C6NrRqm0yeXVg ,Zqln1Y42AQUngwiDb0FLaQ ,xuRMyMcjVT0PXdGwJ7weoQ ,  5.0 ,     0 ,    0 ,   0 ,"We couldn't be happier to have a place we love for Peruvian food in Reno! I'm from Florida and am used to a greater variety of Latin American cuisines, so I was a little disappointed when I moved here a couple years ago and noticed my options were much more limited. Peruvian food is one of my favorite cuisines and Sabor does an excellent job providing great menu options and the things we tried tonight at dinner were executed wonderfully.
                                                                                                            
                                                                                                            Our meal started with the appetizers Papa a la Huancaina (soft potato slices covered with a yellow, cheesy sauce) and Sabor Causas (2 layers of mashed, lemony and flavorful potatoes with shrimp and avocado in the center and on top), and then we shared the Seafood Combo Entree which came with  good portions of ceviche (citrus marinated raw fish), Jalea (lightly battered and fried fish, calamari, fish, and yuca), and 4 cooked Muscles topped with corn, tomatoes and a ceviche-like sauce. Ceviche was my favorite. I think when we come next we will get the ceviche again but as a shared appetizer. Each of the other things we tried were also deliciously prepared and we will definitely be coming back soon.
                                                                                                            
                                                                                                            I'd also recommend going on a week day rather than a busy Saturday night at 6:30. It seems as if they didn't expect to be nearly full and there was only 1 waitress for the whole place. She did a great job but some people were visibly irritated while waiting. We didn't mind because we weren't in any hurry and our first appetizer came out 5 minutes after we ordered it so we didn't get hangry. I think it could be attributed to being relatively new and growing pains that'll be worked out.
                                                                                                            
                                                                                                            We had a great experience here and will definitely be back soon to try some of their other options. If you have never had Peruvian food I urge you to give this place a try! It also has options for your less-adventurous, Mexican-food loving friends and family."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,2018-10-14 05:12:20
 63017 ,ZqQND9EmiN8Kbu6EhG9Oeg ,3LnezhNbL_Arcs2ihIRL_Q ,Q-prSTdggNlxAEFV88BZOw ,  4.0 ,     0 ,    0 ,   0 ,"I visited Tria for the first time about a week ago on a week night.  I had a wonderful experience! Tria had a nice ambiance and feel. Great wine selection & great cheese selection! They also have a fabulous selection of bruschetta - i recommend the ricotta, pistachio & honey.
                                                                                                            
                                                                                                            The waitstaff was very accommodating and gave wonderful recommendations.
                                                                                                            I cant wait to go back!"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,2015-04-02 14:18:01
285438 ,lYCSjzbuBb8J2T7fItvJrA ,e4cFfAwQeRjzlbw93MfHbQ ,MaYb7qMN6BomP1zQGj3Wjg ,  4.0 ,     0 ,    1 ,   0 ,"Probably everyone that knows or has  head about Pi knows what I about to write, but for the two of you who dont here it goes:
                                                                                                            Obama ate here when he was in town and apparently then asked to have the pizza sent to DC- ah... the perks of running a country :)
                                                                                                            Anyhow, back to Pi
                                                                                                            The pizza, ambiance, location and service in this place are great! There are very few places that have better pizza. I will definitely come back."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,2010-03-31 01:51:18
318181 ,bGyxxVu5J4EC91RM6xlBng ,P2oU8BQvcMvJCiwk6Nz84w ,wITX_5zymQu_JVfn569Vpg ,  5.0 ,     0 ,    0 ,   0 ,"A surprisingly good burger.  The servers are average, yet friendly and helpful.  I've been there in the early afternoon on a Saturday when they were packed and the food came out quickly and just as expected."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,2015-12-17 21:01:24
