,city
135228,Nashville
135229,Indianapolis
135230,Nashville
135231,Philadelphia
135232,Sherwood Park
135233,Nashville
135234,Clearwater
135235,Philadelphia
135236,Brandon
135237,Indianapolis
135238,Tucson
135239,Edmonton
135240,Edmonton
135241,New Port Richey
135242,Brandon
135243,Edmonton
135244,Tampa
135245,Philadelphia
135246,Tucson
135247,Warminster
135248,Brentwood
135249,Saint Louis
135250,Indianapolis
135251,Perkasie
135252,Edmonton
135253,Edmonton
135254,St Louis
135255,Ardmore
135256,Media
135257,Tampa
135258,Spring Hill
135259,West Chester
135260,Brookhaven
135261,Springfield
135262,Huntingdon Valley
135263,Glassboro
135264,Harrison Township
135265,Tampa
135266,Doylestown
135267,Metairie
135268,Largo
135269,Philadelphia
135270,Tampa
135271,Philadelphia
135272,Green Park
135273,Lutz
135274,Collegeville
135275,Nashville
135276,Tampa
135277,Saint Louis
135278,Doylestown
135279,Philadelphia
135280,Collinsville
135281,Claymont
135282,Camden
135283,Franklin
135284,Edmonton
135285,Kenner
135286,Tarpon Springs
135287,Lansdale
135288,Franklin
135289,Barrington
135290,Largo
135291,Tucson
135292,Indianapolis
135293,Media
135294,Tucson
135295,Hendersonville
135296,New Orleans
135297,New Orleans
135298,Tampa
135299,Seffner
135300,Charles
135301,Saint Louis
135302,Tucson
135303,Philadelphia
135304,Reno
135305,Wayne
135306,Edmonton
135307,Voorhees Township
135308,Indianapolis
135309,Philadelphia
135310,Royersford
135311,Tucson
135312,Saint Louis
135313,Trenton
135314,Indianapolis
135315,Santa Barbara
135316,Wilmington
135317,Morrisville
135318,Nashville
135319,Reno
135320,Indian Rocks Beach
135321,Lutz
135322,Edmonton
135323,Saint Petersburg
135324,Franklin
135325,Springfield
135326,Philadelphia
135327,New Orleans
135328,Marlton
135329,Meridian
135330,Glenside
135331,Tucson
135332,Tampa
135333,Nashville
135334,Wayne
135335,Nashville
135336,St. Louis
135337,Mt. Juliet
135338,Malvern
135339,Saint Louis
135340,Saint Petersburg
135341,Tampa
135342,Sicklerville
135343,Tampa
135344,Philadelphia
135345,King of Prussia
135346,Bryn Mawr
135347,Santa Barbara
135348,Riverview
135349,Nashville
135350,Reno
135351,Maple Shade
135352,Santa Barbara
135353,Nashville
135354,Philadelphia
135355,Indianapolis
135356,Tucson
135357,Doylestown
135358,Tucson
135359,Indianapolis
135360,Tierra Verde
135361,Edmonton
135362,Philadelphia
135363,Philadelphia
135364,Boise
135365,Indianapolis
135366,Tucson
135367,Tucson
135368,Brentwood
135369,Tucson
135370,Tucson
135371,Sparks
135372,Berwyn
135373,Franklin
135374,Ballwin
135375,Harahan
135376,West Chester
135377,Oro Valley
135378,Newark
135379,Pottstown
135380,Mount Ephraim
135381,Philadelphia
135382,Reno
135383,New Port Richey
135384,Philadelphia
135385,Bryn Mawr
135386,Tucson
135387,Scott Air Force Base
135388,Tampa
135389,Nashville
135390,Bensalem
135391,Oro Valley
135392,Tampa
135393,Indianapolis
135394,Creve Coeur
135395,Metairie
135396,Hainesport
135397,Saint Louis
135398,Franklin
135399,Paoli
135400,Indianapolis
135401,Franklin
135402,Saint Louis
135403,Greenwood
135404,Carmel
135405,Nashville
135406,Carmel
135407,Indianapolis
135408,River Ridge
135409,Gallatin
135410,West Chester
135411,Santa Barbara
135412,Sparks
135413,Metairie
135414,New Orleans
135415,New Orleans
135416,Reno
135417,Philadelphia
135418,Franklin
135419,Green Valley
135420,Philadelphia
135421,Blackwood
135422,Saint Petersburg
135423,Clearwater
135424,Tampa
135425,Tampa
135426,Fishers
135427,Brookhaven
135428,Warminster
135429,Folsom
135430,Reno
135431,Trinity
135432,Philadelphia
135433,Tampa
135434,Pinellas Park
135435,Philadelphia
135436,Boise
135437,Boise
135438,St. Louis
135439,Tampa
135440,Tucson
135441,Santa Barbara
135442,Franklin
135443,Bensalem
135444,Saint Charles
135445,Reno
135446,St Louis
135447,Tampa
135448,Santa Barbara
135449,Wilmington
135450,Reno
135451,Edmonton
135452,Speedway
135453,Oldsmar
135454,Brookhaven
135455,Largo
135456,Tucson
135457,Cherry Hill
135458,Mullica Hill
135459,Downingtown
135460,New Port Richey
135461,Philadelphia
135462,Wilmington
135463,Franklin
135464,Edmonton
135465,Tampa
135466,Tampa
135467,Franklin
135468,Sherwood Park
135469,Tucson
135470,Jenkintown
135471,Nashville
135472,Lansdale
135473,St. Louis
135474,Tampa
135475,West Chester
135476,Saint Petersburg
135477,Meridian
135478,Port Richey
135479,Ballwin
135480,Oldsmar
135481,Tampa
135482,Bala Cynwyd
135483,Philadelphia
135484,Philadelphia
135485,Carmel
135486,Bala Cynwyd
135487,Philadelphia
135488,Tucson
135489,Edmonton
135490,Tucson
135491,Tucson
135492,Santa Barbara
135493,Oldsmar
135494,St. Petersburg
135495,Philadelphia
135496,Tucson
135497,Tampa
135498,St Petersburg
135499,Langhorne
135500,Tampa
135501,New Orleans
135502,Apollo Beach
135503,Chadds Ford
135504,Philadelphia
135505,Tucson
135506,Des Peres
135507,Philadelphia
135508,Clearwater
135509,Eagle
135510,Goleta
135511,Nashville
135512,Edmonton
135513,Berwyn
135514,Meridian
135515,Edmonton
135516,Oro Valley
135517,Trenton
135518,Tucson
135519,Palm Harbor
135520,Boise
135521,Philadelphia
135522,Abington
135523,Indianapolis
135524,Edmonton
135525,Tampa
135526,Boise
135527,Saint Petersburg
135528,Boise
135529,Glen Mills
135530,Woodstown
135531,Plant City
135532,Philadelphia
135533,Tucson
135534,Clearwater
135535,Sparks
135536,Tucson
135537,Limerick
135538,Spring Hill
135539,Philadelphia
135540,Reno
135541,Williamstown
135542,Newtown Square
135543,Collegeville
135544,Reno
135545,New Orleans
135546,St. Petersburg
135547,Saint Petersburg
135548,Sparks
135549,St. Louis
135550,Philadelphia
135551,Goleta
135552,Columbia
135553,Yardley
135554,Tampa
135555,Tucson
135556,Apollo Beach
135557,Carmel
135558,Plymouth Meeting
135559,New Orleans
135560,Philadelphia
135561,Maple Shade
135562,Boise
135563,North Wales
135564,Wesley Chapel
135565,Philadelphia
135566,Philadelphia
135567,Indianapolis
135568,Tucson
135569,Saint Louis
135570,Boise
135571,Philadelphia
135572,Boise
135573,Bala Cynwyd
135574,Indianapolis
135575,Avon
135576,St. Louis
135577,Nashville
135578,Tampa
135579,Tucson
135580,Wood River
135581,Cherry Hill
135582,Edmonton
135583,North Wales
135584,Edmonton
135585,Nashville
135586,Indianapolis
135587,Tampa
135588,Tarpon Springs
135589,Tucson
135590,Hudson
135591,Wilmington
135592,Saint Louis
135593,Greenwood
135594,Boise
135595,Bensalem
135596,Shamong
135597,Broomall
135598,Clearwater
135599,Tampa
135600,Tampa
135601,Tampa
135602,Newtown Square
135603,Saint Louis
135604,Nashville
135605,Malvern
135606,Edmonton
135607,Indianapolis
135608,Exton
135609,Reno
135610,Plainfield
135611,Kenner
135612,Indianapolis
135613,Saint Louis
135614,Lahaska
135615,Largo
135616,Audubon
135617,Saint Louis
135618,Philadelphia
135619,Philadelphia
135620,Tampa
135621,Nashville
135622,Santa Barbara
135623,Saint Ann
135624,Mount Juliet
135625,Edmonton
135626,Woodbury
135627,Clearwater
135628,Metairie
135629,Boise
135630,Noblesville
135631,Wesley Chapel
135632,Edmonton
135633,Exton
135634,Edmonton
135635,Santa Barbara
135636,Indianapolis
135637,Tucson
135638,Boise
135639,Bordentown
135640,Indianapolis
135641,Philadelphia
135642,Santa Barbara
135643,Indianapolis
135644,Tampa
135645,Saint Louis
135646,Paoli
135647,North Wales
135648,Philadelphia
135649,Havertown
135650,Saint Louis
135651,Wyndmoor
135652,Philadelphia
135653,Nashville
135654,Saint Louis
135655,Philadelphia
135656,Philadelphia
135657,New Orleans
135658,Saint Louis
135659,Haddonfield
135660,Reno
135661,Reno
135662,Wyndmoor
135663,Indianapolis
135664,Levittown
135665,Indianapolis
135666,Cherry Hill
135667,Ruskin
135668,Isla Vista
135669,Largo
135670,Woodbury Heights
135671,Brentwood
135672,Tucson
135673,Drexel Hill
135674,Clearwater Beach
135675,Largo
135676,Nashville
135677,Brandon
135678,New Castle
135679,Philadelphia
135680,Wood River
135681,Nashville
135682,Indianapolis
135683,Riverview
135684,Nashville
135685,Ewing
135686,Santa Barbara
135687,King of Prussia
135688,Palm Harbor
135689,Philadelphia
135690,Linwood
135691,Nashville
135692,Glenside
135693,Gloucester City
135694,Tucson
135695,Goodlettsville
135696,Reno
135697,Philadelphia
135698,Willow Grove
135699,Speedway
135700,Goodlettsville
135701,Sparks
135702,Philadelphia
135703,Indianapolis
135704,Saint Petersburg
135705,Woodbury
135706,Nashville
135707,Nashville
135708,Pleasant View
135709,Nashville
135710,Tuscon
135711,Speedway
135712,Philadelphia
135713,Tucson
135714,Gallatin
135715,Tortola
135716,Boise
135717,Greenwood
135718,North Wales
135719,Santa Barbara
135720,Drexel Hill
135721,Garden City
135722,Yardley
135723,Oldsmar
135724,New Orleans
135725,Doylestown
135726,Tucson
135727,Tucson
135728,Indianapolis
135729,Reno
135730,Greenwood
135731,Indianapolis
135732,Philadelphia
135733,Blue Bell
135734,New Orleans
135735,Franklin
135736,Tampa
135737,Philadelphia
135738,Philadelphia
135739,Indianapolis
135740,Brentwood
135741,Brandon
135742,Glassboro
135743,Tucson
135744,Greenwood
135745,Hendersonville
135746,Nashville
135747,Tucson
135748,Belleville
135749,Philadelphia
135750,Wilmington
135751,Norristown
135752,Kenner
135753,Lutz
135754,Swedesboro
135755,Norristown
135756,Tucson
135757,Boise
135758,Tampa
135759,Reno
135760,Reno
135761,Tampa
135762,Philadelphia
135763,Chester
135764,Valley Park
135765,Exton
135766,Springfield
135767,Sherwood Park
135768,Virginia City
135769,Plainfield
135770,King of Prussia
135771,Woodlyn
135772,Indianapolis
135773,Nashville
135774,Tampa
135775,Wilmington
135776,West Chester
135777,Nashville
135778,Harahan
135779,Nashville
135780,Sewell
135781,Richmond Heights
135782,New Orleans
135783,Montecito
135784,Tucson
135785,Philadelphia
135786,Tampa
135787,Philadelphia
135788,Nashville
135789,Tucson
135790,Bryn Mawr
135791,Edwardsville
135792,Tucson
135793,Nashville
135794,Lutz
135795,Boise
135796,Edmonton
135797,Philadelphia
135798,Philadelphia
135799,Pitman
135800,Saint Louis
135801,St Petersburg
135802,Wesley Chapel
135803,Nashville
135804,Kenner
135805,Nashville
135806,Philadelphia
135807,Franklin
135808,Philadelphia
135809,King of Prussia
135810,Philadelphia
135811,Tucson
135812,Brandon
135813,Santa Barbara
135814,Bryn Mawr
135815,Philadelphia
135816,New Britain
135817,Tampa
135818,Sparks
135819,North Wales
135820,Indianapolis
135821,Indianapolis
135822,Wilmington
135823,Philadelphia
135824,Boise
135825,Edmonton
135826,Tucson
135827,Aston
135828,Clementon
135829,New Orleans
135830,Philadelphia
135831,Upper Darby
135832,Nashville
135833,Hockessin
135834,Ruskin
135835,Edwardsville
135836,Santa Barbara
135837,Tampa
135838,Philadelphia
135839,Saint Louis
135840,Santa Barbara
135841,Tucson
135842,Nashville
135843,Belleville
135844,Ferguson
135845,New Port Richey
135846,Reno
135847,Indianapolis
135848,Ladue
135849,Limerick
135850,New Orleans
135851,Philadelphia
135852,Harvey
135853,Maryland Heights
135854,Edmonton
135855,Philadelphia
135856,Phoenixville
135857,Franklin
135858,Pinellas Park
135859,Exton
135860,Tucson
135861,Philadelphia
135862,Temple Terrace
135863,Tucson
135864,Edgewater Park
135865,Clayton
135866,Tampa
135867,Montecito
135868,Philadelphia
135869,Riverview
135870,Cherry Hill
135871,Philadelphia
135872,Indianapolis
135873,Nashville
135874,Indianapolis
135875,Brandon
135876,Willow Grove
135877,Tucson
135878,Reno
135879,Tucson
135880,Indianapolis
135881,Saint Louis
135882,Philadelphia
135883,Reno
135884,Edmonton
135885,Wesley Chapel
135886,Chalfont
135887,Saint Petersburg
135888,Marlton
135889,Philadelphia
135890,Tampa
135891,Thorndale
135892,Harvey
135893,Philadelphia
135894,Edmonton
135895,Boise
135896,Lafayette Hill
135897,Philadelphia
135898,Cherry Hill
135899,Sewell
135900,New Orleans
135901,Saint Petersburg
135902,Warminster
135903,Philadelphia
135904,Philadelphia
135905,Tucson
135906,Nashville
135907,Tampa
135908,Philadelphia
135909,Clearwater
135910,Tucson
135911,Philadelphia
135912,Tampa
135913,St. Pete Beach
135914,New Orleans
135915,New Orleans
135916,Madison
135917,Edmonton
135918,Tucson
135919,Reno
135920,Dunedin
135921,New Orleans
135922,Sun City Center
135923,New Orleans
135924,Tampa
135925,Hendersonville
135926,Phoenixville
135927,Nashville
135928,Goodlettsville
135929,Wilmington
135930,St Albert
135931,Lambertville
135932,Hudson
135933,Jenkintown
135934,Saint Louis
135935,Indianapolis
135936,Indianapolis
135937,Tucson
135938,Philadelphia
135939,Reno
135940,Fishers
135941,Philadelphia
135942,Tampa
135943,Nashville
135944,Plymouth Meeting
135945,Florence
135946,Deptford
135947,Zionsville
135948,Philadelphia
135949,New Orleans
135950,Nashville
135951,Saint Louis
135952,Philadelphia
135953,Harvey
135954,Edmonton
135955,Turnersville
135956,Riverview
135957,Indianapolis
135958,Nashville
135959,Wyndmoor
135960,Saint Petersburg
135961,Edmonton
135962,Clearwater
135963,Nashville
135964,Upper Darby
135965,Medford
135966,Philadelphia
135967,Santa Barbara
135968,Cherry Hill
135969,Elkins Park
135970,Smyrna
135971,Reno
135972,Lutz
135973,Nashville
135974,Indianapolis
135975,Tampa
135976,New Orleans
135977,Saint Petersburg
135978,Meridian
135979,Nashville
135980,Metairie
135981,Philadelphia
135982,Collegeville
135983,Gretna
135984,Indianapolis
135985,Sparks
135986,Reno
135987,Reno
135988,Carmel
135989,Sunset Hills
135990,Philadelphia
135991,Tampa
135992,Metairie
135993,Santa Barbara
135994,Saint Petersburg
135995,Indianapolis
135996,Kenner
135997,Reno
135998,Tampa
135999,Clearwater
136000,Saint Louis
136001,Evesham Township
136002,Philadelphia
136003,Philadelphia
136004,Cinnaminson
136005,Edmonton
136006,Tucson
136007,Indianapolis
136008,Nashville
136009,St. Louis
136010,Santa Barbara
136011,Saint Petersburg
136012,Nashville
136013,Levittown
136014,Tampa
136015,Philadelphia
136016,Indianapolis
136017,Clearwater
136018,New Orleans
136019,Edmonton
136020,Tucson
136021,Pinellas Park
136022,Abington
136023,West Chester
136024,Santa Barbara
136025,Marlton
136026,Richmond Heights
136027,Pinellas Park
136028,Tucson
136029,Nashville
136030,Philadelphia
136031,Saint Louis
136032,Indianapolis
136033,Boise
136034,Seminole
136035,Reno
136036,Indianapolis
136037,New Orleans
136038,Montecito
136039,Reno
136040,Nashville
136041,Tampa
136042,Lutz
136043,Nashville-Davidson metropolitan government (balance)
136044,Manchester
136045,Ambler
136046,Nashville
136047,Wayne
136048,Philadelphia
136049,Brentwood
136050,Saint Louis
136051,St Louis
136052,Warminster
136053,Bordentown
136054,Jenkintown
136055,Tucson
136056,Philadelphia
136057,Philadelphia
136058,Reno
136059,Nashville
136060,Brandon
136061,Carmel
136062,Tucson
136063,Gibbsboro
136064,Philadelphia
136065,Tucson
136066,Ruskin
136067,King Of Prussia
136068,Tampa
136069,Reno
136070,Philadelphia
136071,Indianapolis
136072,Clearwater
136073,Philadelphia
136074,Tucson
136075,Philadelphia
136076,Nashville
136077,Reno
136078,Tampa
136079,Nashville
136080,Cherry Hill
136081,Hendersonville
136082,Indianapolis
136083,Wilmington
136084,North Wales
136085,Kng Of Prusia
136086,Tucson
136087,Reno
136088,Feasterville-Trevose
136089,Gallatin
136090,Nashville
136091,Palm Harbor
136092,Philadelphia
136093,Saint Petersburg
136094,Reno
136095,Brentwood
136096,Tampa
136097,Smyrna
136098,Boise
136099,Fenton
136100,Clearwater
136101,Saint Petersburg
136102,Tucson
136103,Philadelphia
136104,Saint Louis
136105,Edmonton
136106,Metairie
136107,Lutz
136108,Boise
136109,New Orleans
136110,Tampa
136111,Philadelphia
136112,Franklin
136113,Saint Louis
136114,New Orleans
136115,Tucson
136116,Nashville
136117,Edmonton
136118,Carmel
136119,Boise
136120,Bryn Mawr
136121,Santa Barbara
136122,Wesley Chapel
136123,Metairie
136124,Saint Louis
136125,Nashville
136126,Nashville
136127,Tampa
136128,East Saint Louis
136129,Philadelphia
136130,Levittown
136131,Nashville
136132,Phoenixville
136133,Clayton
136134,Reno
136135,Meridian
136136,Saint Louis
136137,St. Louis
136138,Saint Louis
136139,Nashville
136140,Indianapolis
136141,Hainesport
136142,Meridian
136143,Edmonton
136144,Metairie
136145,Land O Lakes
136146,Indianapolis
136147,Boise
136148,Woodbury
136149,Ambler
136150,Edmonton
136151,Philadelphia
136152,Philadelphia
136153,Philadelphia
136154,Tucson
136155,Ewing
136156,Tucson
136157,Santa Barbara
136158,Haddon Heights
136159,Brookhaven
136160,New Castle
136161,Philadelphia
136162,Ewing
136163,Tucson
136164,Goleta
136165,Quakertown
136166,Marlton
136167,Ashland City
136168,West Chester
136169,Wesley Chapel
136170,Nashville
136171,Clearwater Beach
136172,Reno
136173,Philadelphia
136174,Metairie
136175,Indianapolis
136176,Doylestown
136177,Nashville
136178,Tucson
136179,Philadelphia
136180,Wesley Chapel
136181,Royersford
136182,North Wales
136183,New Orleans
136184,Nashville
136185,St. Louis
136186,Tampa
136187,Tampa
136188,Quakertown
136189,Edmonton
136190,St. Petersburg
136191,Chester Springs
136192,Santa Barbara
136193,Avon
136194,Greenwood
136195,Trinity
136196,Tampa
136197,Doylestown
136198,Kennett Square
136199,Philadelphia
136200,Indianapolis
136201,Saint Louis
136202,New Orleans
136203,Philadelphia
136204,Temple Terrace
136205,Scott Air Force Base
136206,Goleta
136207,Warminster
136208,Southampton
136209,Indian Rocks Beach
136210,Voorhees
136211,Greenwood
136212,Wayne
136213,Ewing
136214,Plainfield
136215,Schwenksville
136216,Lutz
136217,Tampa
136218,Indianapolis
136219,Indianapolis
136220,Ardmore
136221,Indianapolis
136222,Santa Barbara
136223,Philadelphia
136224,Nashville
136225,Nashville
136226,Clearwater
136227,Boise
136228,Eagle
136229,Tucson
136230,Villanova
136231,St. Petersburg
136232,Edmonton
136233,Nashville
136234,Tampa
136235,Edmonton
136236,Reno
136237,Fishers
136238,Metairie
136239,Tucson
136240,Hendersonville
136241,Folsom
136242,Sappington
136243,Media
136244,Gretna
136245,Tucson
136246,Indianapolis
136247,Clearwater
136248,St. Charles
136249,Flourtown
136250,Voorhees
136251,Levittown
136252,Reno
136253,New Orleans
136254,Meridian
136255,New Orleans
136256,Tampa
136257,Tucson
136258,Saint Louis
136259,Philadelphia
136260,Wilmington
136261,Philadelphia
136262,Wayne
136263,Philadelphia
136264,Tampa
136265,Nashville
136266,Philadelphia
136267,Tampa
136268,Tucson
136269,Nashville
136270,Philadelphia
136271,St. Petersburg
136272,Lutz
136273,Saint Petersburg
136274,Brandon
136275,Pennsauken
136276,St. Petersburg
136277,Boise
136278,Broomall
136279,Indianapolis
136280,St. Petersburg
136281,Philadelphia
136282,New Orleans
136283,Evesham Township
136284,Tampa
136285,Blue Bell
136286,Reno
136287,Kenner
136288,Reno
136289,Carpinteria
136290,Glenside
136291,Reno
136292,Nashville
136293,Indianapolis
136294,Oldsmar
136295,Hermitage
136296,New Orleans
136297,Goodlettsville
136298,Newtown Square
136299,Treasure Island
136300,Indianapolis
136301,Malaga
136302,Boise
136303,Santa Barbara
136304,Philadelphia
136305,Tampa
136306,Clifton Heights
136307,Reno
136308,Magnolia
136309,Tucson
136310,Reno
136311,Philadelphia
136312,Tucson
136313,Santa Barbara
136314,Lutz
136315,Tucson
136316,Philadelphia
136317,Riverview
136318,Edmonton
136319,Indianapolis
136320,Tucson
136321,Reno
136322,Nashville
136323,Tarpon Springs
136324,Nashville
136325,Ardmore
136326,Tampa
136327,Havertown
136328,Indianapolis
136329,Philadelphia
136330,Reno
136331,Croydon
136332,Reno
136333,Brandon
136334,Reno
136335,Saint Petersburg
136336,Montecito
136337,Zephyrhills
136338,Tucson
136339,Dunedin
136340,Bordentown
136341,Edwardsville
136342,Wilmington
136343,Langhorne
136344,Indianapolis
136345,Speedway
136346,Edmonton
136347,New Port Richey
136348,St Petersburg
136349,Apollo Beach
136350,Meridian
136351,Edmonton
136352,Tampa
136353,Metairie
136354,St Louis
136355,New Orleans
136356,Santa Barbara
136357,Edmonton
136358,Santa Barbara
136359,Tampa
136360,Philadelphia
136361,Edmonton
136362,Nashville
136363,Philadelphia
136364,Tucson
136365,Tampa
136366,West Chester
136367,Indianapolis
136368,Thonotosassa
136369,Harvey
136370,Meridian
136371,Largo
136372,Philadelphia
136373,Tampa
136374,Philadelphia
136375,Boise
136376,Edmonton
136377,Tampa
136378,Wesley Chapel
136379,St Pete Beach
136380,Souderton
136381,Clearwater
136382,Tampa
136383,Washington Township
136384,Philadelphia
136385,Nashville
136386,Tampa
136387,Bensalem
136388,Santa Barbara
136389,Woodlyn
136390,Saint Louis
136391,Indianapolis
136392,New Orleans
136393,Boise
136394,Maplewood
136395,Lumberton
136396,Indianapolis
136397,Meridian
136398,Levittown
136399,Upper Darby
136400,Edmonton
136401,Philadelphia
136402,Sparks
136403,New Orleans
136404,Philadelphia
136405,Philadelphia
136406,Smyrna
136407,Warminster
136408,Langhorne
136409,Clearwater
136410,Tucson
136411,Franklin
136412,Edmonton
136413,Reno
136414,Bryn Mawr
136415,Brentwood
136416,Franklin
136417,Philadelphia
136418,Sparks
136419,New Orleans
136420,Florissant
136421,Chesterfield
136422,St. Louis
136423,Nashville
136424,Reno
136425,Philadelphia
136426,Largo
136427,Reno
136428,Edmonton
136429,Tucson
136430,Mount Juliet
136431,Carmel
136432,St. Petersburg
136433,Secane
136434,Philadelphia
136435,Nashville
136436,New Orleans
136437,Maplewood
136438,Mount Laurel
136439,Kimberton
136440,New Orleans
136441,Santa Barbara
136442,Morton
136443,New Port Richey
136444,Indianapolis
136445,Tampa
136446,Edmonton
136447,Nashville
136448,Media
136449,Edmonton
136450,Philadelphia
136451,Kirkwood
136452,Wesley Chapel
136453,Plymouth Meeting
136454,Indianapolis
136455,Nashville
136456,Indianapolis
136457,Indianapolis
136458,Medford
136459,Fenton
136460,Boise
136461,Croydon
136462,Feasterville
136463,Franklin
136464,Sparks
136465,Metairie
136466,Philadelphia
136467,Maple Shade Township
136468,Nashville
136469,Lawnside
136470,New Orleans
136471,Reno
136472,Clearwater
136473,Collingswood
136474,Royersford
136475,Sparks
136476,Tucson
136477,Tucson
136478,Franklin
136479,Clayton
136480,Souderton
136481,Ambler
136482,Largo
136483,Reno
136484,Saint Louis
136485,West Chester
136486,Clearwater
136487,Palm Harbor
136488,Exton
136489,Tampa
136490,Tampa
136491,Santa Barbara
136492,Glen Mills
136493,Boise
136494,Goleta
136495,Edmonton
136496,Indianapolis
136497,Maplewood
136498,Nashville
136499,Tucson
136500,Indianapolis
136501,Saint Louis
136502,Sparks
136503,New Orleans
136504,Langhorne
136505,Saint Petersburg
136506,Media
136507,Saint Louis
136508,Philadelphia
136509,Saint Louis
136510,Odessa
136511,Philadelphia
136512,New Orleans
136513,Brandon
136514,Nashville
136515,Sun City Center
136516,Saint Petersburg
136517,St Albert
136518,Media
136519,Philadelphia
136520,Boise
136521,Philadelphia
136522,Nashville
136523,O'Fallon
136524,Saint Louis
136525,St. Louis
136526,Ardmore
136527,Wesley Chapel
136528,Castleton
136529,Carpinteria
136530,Nashville
136531,Burlington
136532,Zephyrhills
136533,Reno
136534,Isla Vista
136535,Tucson
136536,Indianapolis
136537,Marcus Hook
136538,Jefferson
136539,Indianapolis
136540,Cherry Hill
136541,Newark
136542,Reno
136543,Smyrna
136544,Dunedin
136545,Philadelphia
136546,Carmel
136547,Nashville
136548,St Petersburg
136549,Clearwater
136550,Philadelphia
136551,Indianapolis
136552,Newtown Sq
136553,Santa Barbara
136554,Hudson
136555,Limerick
136556,Reno
136557,Philadelphia
136558,Indianapolis
136559,Drexel Hill
136560,Lambertville
136561,Indianapolis
136562,Santa Barbara
136563,Saint Charles
136564,Metairie
136565,Philadelphia
136566,Tampa
136567,St Louis
136568,Metairie
136569,Edmonton
136570,Bryn Mawr
136571,Philadelphia
136572,Southampton
136573,Tucson
136574,St. Petersburg
136575,Philadelphia
136576,Philadelphia
136577,New Orleans
136578,New Orleans
136579,Nashville
136580,Nashville
136581,New Orleans
136582,Tampa
136583,Belleville
136584,Saint Petersburg
136585,Saint Louis
136586,Tucson
136587,Meridian
136588,Kennett Square
136589,Saint Louis
136590,Boise
136591,Belleville
136592,Metairie
136593,Philadelphia
136594,Saint Louis
136595,Santa Barbara
136596,Tucson
136597,Reno
136598,Kenner
136599,Nashville
136600,Philadelphia
136601,Indianapolis
136602,Tucson
136603,Hazelwood
136604,New Orleans
136605,Edmonton
136606,Tampa
136607,Wilmington
136608,Philadelphia
136609,St Petersburg
136610,Indianapolis
136611,New Hope
136612,West Chester
136613,Saint Louis
136614,Philadelphia
136615,St. Louis
136616,East St. Louis
136617,Nashville
136618,Reno
136619,Reno
136620,Bala Cynwyd
136621,Edmonton
136622,St. Louis
136623,Edmonton
136624,New Orleans
136625,Wilmington
136626,Clearwater
136627,Exton
136628,Saint Louis
136629,Tucson
136630,Glendora
136631,Zephyrhills
136632,Colmar
136633,Santa Barbara
136634,Bala Cynwyd
136635,Tampa
136636,Clayton
136637,Saint Petersburg
136638,Greenwood
136639,Pennsville
136640,King of Prussia
136641,Philadelphia
136642,Tampa
136643,Camby
136644,Boise
136645,Norristown
136646,Philadelphia
136647,Norristown
136648,Edmonton
136649,NEW ORLEANS
136650,TUCSON
136651,Palm Harbor
136652,Indianapolis
136653,Boise
136654,Tucson
136655,Bridgeton
136656,Des Peres
136657,Collingswood
136658,Saint Louis
136659,Santa Barbara
136660,Tucson
136661,Audubon
136662,Saint Louis
136663,Tucson 
136664,Saint Louis
136665,Eagle
136666,Meridian
136667,St Petersburg
136668,Philadelphia
136669,Tampa
136670,Fishers
136671,Cherry Hill
136672,Goodlettsville
136673,Moorestown
136674,Metairie
136675,Reno
136676,Philadelphia
136677,Philadelphia
136678,Boothwyn
136679,Chadds Ford
136680,Clearwater
136681,Tampa
136682,Fenton
136683,Nashville
136684,Pottstown
136685,Tucson
136686,Tampa
136687,Goleta
136688,Hendersonville
136689,Lansdowne
136690,Riverview
136691,Reno
136692,West Chester
136693,New Orleans
136694,Philadelphia
136695,Reno
136696,Fishers
136697,Santa Barbara
136698,Tampa
136699,North Redington Beach
136700,Saint Louis
136701,Clayton
136702,Avon
136703,Bala Cynwyd
136704,Saint Petersburg
136705,Philadelphia
136706,Philadelphia
136707,Reno
136708,Cherry Hill
136709,Plant City
136710,Philadelphia
136711,Meridian
136712,Saint Louis
136713,Boise
136714,Avon
136715,Belleville
136716,Bryn Mawr
136717,Tucson
136718,Collingswood
136719,Reno
136720,Saint Petersburg
136721,Carmel
136722,Paoli
136723,Tucson
136724,Norristown
136725,Philadelphia
136726,Goleta
136727,Nashville
136728,Wayne
136729,Dover
136730,Carpinteria
136731,Avondale
136732,St Petersburg
136733,Tampa
136734,Saint Louis
136735,Lumberton
136736,Cherry Hill
136737,Philadelphia
136738,Clearwater
136739,Deptford
136740,Edmonton
136741,Nashville
136742,Philadelphia
136743,Oro Valley
136744,Edmonton
136745,Reno
136746,Meridian
136747,Nashville
136748,Tucson
136749,Alton
136750,New Orleans
136751,Philadelphia
136752,Bensalem
136753,Pinellas Park
136754,Thorofare
136755,Sparks
136756,Boise
136757,Philadelphia
136758,Saint Louis
136759,Bensalem
136760,Philadelphia
136761,St. Pete Beach
136762,Sparks
136763,New Orleans
136764,Boise
136765,Antioch
136766,Tampa
136767,Tucson
136768,Williamstown
136769,Saint Louis
136770,Green Valley
136771,Tucson
136772,Indianapolis
136773,Philadelphia
136774,Metairie
136775,Tucson
136776,Wesley Chapel
136777,Collingswood
136778,Westwego
136779,Sparks
136780,Tampa
136781,Seffner
